"Auth Object","Auth Object Description"
"M_MATE_DGM","DG Material Master: Master Data"
"M_MATE_DGT","DG Material Master: Dangerous goods texts (obsolete)"
"M_MATE_DPR","Material Master: MRP Profiles"
"M_MATE_DRV","Batch Derivation: Overall Release/Monitor"
"M_MATE_LGN","Material Master: Warehouse Numbers"
"M_MATE_MAF","Material Master: Material Locks"
"M_MATE_MAN","Material Master: Data at Client Level"
"M_MATE_MAR","Material Master: Material Types"
"M_MATE_MAT","Material Master: Materials"
"M_MATE_MEX","Material Master: Export License Data per Country"
"M_MATE_MVD","Maintenance Authorization Layouts: Overview Material Version"
"M_MATE_MZP","Material Master: Customs Tariff Preference Data"
"M_MATE_NEU","Material Master: Create"
"M_MATE_OB","Original Batch"
"M_MATE_PER","Material Master: Allow Posting to Prior Period/Close Periods"
"M_MATE_PPR","Material Master: Forecast Profiles"
"M_MATE_STA","Material Master: Maintenance Statuses"
"M_MATE_VKO","Material Master: Sales Organization/Distribution Channel"
"M_MATE_WGR","Material Master: Material Groups"
"M_MATE_WRK","Material Master: Plants"
"M_MATE_ZST","Material Master: Change Status of Batches"
"M_MBNK_ALL","Material Docs: Number Range Maintenance"
"M_MCYA_EWS","LIS: Early Warning System"
"M_MIPA_ORG","Updating Backorders"
"M_MPRIO","Requirement Prioritization"
"M_MRES_BWA","Reservations: Movement Type"
"M_MRES_WWA","Reservations: Plant"
"M_MSEG_BMB","Material Documents: Movement Type"
"M_MSEG_BWA","Goods Movements: Movement Type"
"M_MSEG_BWE","Goods Receipt for Purchase Order: Movement Type"
"M_MSEG_BWF","Goods Receipt for Production Order: Movement Type"
"M_MSEG_LGO","Goods Movements: Storage Location"
"M_MSEG_WMB","Material Documents: Plant"
"M_MSEG_WWA","Goods Movements: Plant"
"M_MSEG_WWE","Goods Receipt for Purchase Order: Plant"
"M_MSEG_WWF","Goods Receipt for Production Order: Plant"
"M_MTDI_ORG","Organizational Levels for Material Requirements Planning"
"M_MWOF_ACT","Control for Split Calculation of Value (MBWO)"
"M_NEUA_AUS","Statistical Setup of Info Structure: Application"
"M_NIWE_BIL","Authorization for Lowest Value Determination"
"M_OIW_META","OIW Metadata"
"M_ORDR_EKO","Purchasing Organization in Source List"
"M_ORDR_WRK","Plant in Source List"
"M_PD_VEMAT","User is authorized to change vendor material via WWW"
"M_PIC_EXCH","Authorization for material exchange"
"M_PIC_RIC","Authorization for MPN Restricted Interchangeability"
"M_PLAF_ORG","Organization Levels for Planned Order Processing"
"M_POIVVEND","Read Invoices of a Vendor"
"M_PP_CUST","PPIS: Performance Settings"
"M_QUOT_EKO","Purchasing Organization (Quotas)"
"M_QUOT_WRK","Plant (Quotas)"
"M_QU_RE","Backup Table for Logistics Extraction Queue (MCEX*)"
"M_RAHM_BSA","Document Type in Outline Agreement"
"M_RAHM_EKG","Purchasing Group in Outline Agreement"
"M_RAHM_EKO","Purchasing Organization in Outline Agreement"
"M_RAHM_LGO","Plant/Storage Location in Outline Agreement"
"M_RAHM_WRK","Plant in Outline Agreement"
"M_RECH_AKZ","Invoices: Accept Invoice Verification Differences Manually"
"M_RECH_BUK","Invoices: Company Code"
"M_RECH_EKG","Invoice Release: Purchasing Group"
"M_RECH_SPG","Invoices: Blocking Reasons"
"M_RECH_WRK","Invoices: Plant"
"M_RL_ACCP","Account Statement Matching"
"M_RL_ACCT","Returnable Packaging Accounts"
"M_RL_ACER","Account Postings with Errors"
"M_RL_ACPO","Account Postings"
"M_RL_ACST","Account Statement"
"M_RL_EXTID","External Partner Names"
"M_SKPF_VGA","Inventory Sampling: Transaction"
"M_SKPF_WRK","Inventory Sampling: Plant"
"M_SM_ADDR","Authorisation object for Supplier Address maintenance"
"M_SRV_LS","Authorization for Maintenance of Service Master"
"M_SRV_LV","Authorization for Maintenance of Model Serv. Specifications"
"M_SRV_ST","Authorization for Maintenance of Standard Service Catalog"
"M_ST_NOTE","Status Information for Progress Tracking Objects"
"M_TBLP","Transfer Borrow/Loan/Payback Authorisation"
"M_TEMPLATE","Create/Change/Delete Master Templates"
"M_UNIT_MCU","LIS Units"
"M_XLO_DEL","Assignment of Goods Issue to Delivery"
"N_1CONN","ISHMED: Connectivity Authorization"
"N_1CORDER","i.s.h.med: Authorization for Clinical Order"
"N_1ESTATUS","ISHMED: Authorization Check for Setting Event Status"
"N_1EVENTST","ISHMED: Authorization Check for Setting Event Status"
"N_1MEEVENT","ISHMED: Event Authorization Check"
"N_1MEORDER","ISHMED: Order Authorization Check"
"N_1ORATE","ISHMED: Medication - Change Flow Rate"
"N_1OSTATUS","ISHMED: Authorization Check for Setting Order Status"
"N_1PLATH","ISHMED: Authorization for Day-Related Planning Authority"
"N_1TEAM","ISHMED: Authorization for Team Processing for Released Appts"
"N_1THS","ISHMED: Prescription Authorization Check"
"N_2AGENT","ISHMED: Authorization for Agents"
"N_2BI","i.s.h.med: Base Item"
"N_2BIT","i.s.h.med: Base Item Type"
"N_2DWS_D","ISHMED DWS: Edit Templates"
"N_2DWS_SP","ISHMED DWS: Administration"
"N_2DWS_W","ISHMED DWS: Assign Situation Templates, Situations"
"N_2DWS_WT","ISHMED DWS: Edit Tasks of Situation"
"N_2F4TREE","ISHMED: Authorization for Dynamic Tree F4 Help"
"N_2FARZTNW","ISHMED: Authoriz. to Call Med.Specialist Experience Record"
"N_2FILLIST","ISHMED: Authorization for Drug Worklists"
"N_2FORMA","ISHMED: Authorization for Formulary"
"N_2GL","ISHMED: Authorization for Treatment Pathways"
"N_2GL_BI","ISHMED: Authorization for Treatment Pathway - Base Items"
"N_2GL_LAY","i.s.h.med: pathways - Authorization for Layout Processing"
"N_2GL_M","ISHMED: Authorization for Treatment Pathway Monitor"
"N_2GL_S","ISHMED: Authorization for Treatment Pathways  (Special)"
"N_2INFO","ISHMED: Edit Info Item"
"N_2KDOK_OE","ISHMED: Authorization for Clinical Documents of an OU"
"N_2MEDOK","ISHMED: Authorization for Medical Documents"
"N_2MEFLS","ISHMED: Authoriz. for Scrap Quantity Posting for Care Unit"
"N_2METMPL","ISHMED: Medication: Authoriz. for Maintenance of Templates"
"N_2P01_DEF","ISHMED: Authorization for Defining Aspects"
"N_2PMDADM","ISHMED: Auth. for System Mgmt Parameterizable Documentation"
"N_2PMDTS","ISHMED: Document Category for Multiple Transport Systems"
"N_2PRDIA_O","IS-H*MED: Patient regsiter - diagnosis and display auth."
"N_2PRMEDOK","IS-H*MED: patient register. document and display authoriztn"
"N_2PRRSF_M","IS-H*MED: patient register. risk factor and display auth"
"N_2TBS","ISHMED: Authorization for Text Modules"
"N_2TM","ISHMED: Authorization for Patient Pathways"
"N_2TM_S","ISHMED: Authorizations for Steps in Patient Pathway"
"N_2UX","ISHMED: Application Server Utility"
"N_2ZTPKT","ISHMED: Authorization Object for Surgery Times"
"N_AMB_BUEB","IS-H: Authorization for Visit Overview in Outpat.Clinic Mgmt"
"N_AMB_DSP","IS-H: Authorization Visit Scheduling"
"N_ANUEB_EB","ISHMED: Authorization for Initial Screen Req. Overview"
"N_APPLAN","ISHMED: Authorization for Releasing Plan"
"N_ARBLI_E1","ISHMED: Authorization for Initial Screen Worklist"
"N_ARBLI_EB","ISHMED: Authorization for Initial Screen Worklist (Old)"
"N_BORR_HIS","IS-H: Medical Records: Edit Borrowing History"
"N_CARE_FCT","IS-H: Care Unit Management Functions"
"N_CASE_REV","IS-H: Authorization for Case Revision"
"N_COMM_SET","IS-H: Message Structures"
"N_DRUG_ORD","ISHMED: Medication - Master Data Authorization"
"N_EINR_REP","IS-H: Authorization for Institutions and Reports"
"N_EINR_TAB","IS-H: Authorization for Institutions Within Tables"
"N_EINR_TCO","IS-H: Authorization for Institutions and Functions"
"N_FALL_ARC","IS-H: Authorization for Case Archiving"
"N_FALL_DIS","IS-H: Authorization to Display all Org. Units for Case"
"N_FALL_FNR","IS-H: Authorization for Case Types and Case Numbers"
"N_FALL_SRC","IS-H: OU Authorization to Display all Movements for Case"
"N_FORM_PRI","IS-H: Authorization to Print Forms"
"N_GPAR_ALL","IS-H: Authorization for General Business Partner"
"N_GPAR_ARB","IS-H: Employer Authorization"
"N_GPAR_ARZ","IS-H: Physician Authorization"
"N_GPAR_DEB","IS-H: Customer Authorization"
"N_GPAR_KRH","IS-H: Hospital Authorization"
"N_GPAR_KTR","IS-H: Insurance Provider Authorization"
"N_GPAR_MIT","IS-H: Employee Authorization"
"N_HON_ACOD","IS-H CH, AT: Change/Release Fee Division Codes"
"N_HON_FRG","IS-H: Authorization to Release Fee-Based Services"
"N_INVOICE","IS-H: Authorization Object Billing"
"N_LANF_FCT","ISHMED: Authorization for Service Request"
"N_LANF_LEI","ISHMED: Request - Authorization Check at Service Level"
"N_LERF_FCT","ISHMED: Auth. Object for Activities with Services"
"N_NBAU_AKT","IS-H: Authorzation for Building Unit Master Data"
"N_NBEW_AKT","IS-H: Movement Authorization"
"N_NDIA_ALL","IS-H: Authorize Participating OUs to Maintain Diagnoses"
"N_NDIA_ORG","IS-H: Authorization for Diagnoses of an Org. Unit"
"N_NDIA_UEB","IS-H: Authorization for Enhanced Diagnosis Overview"
"N_NDRG","IS-H: Authorizations for DRGs (Table NDRG)"
"N_NFKL_PPR","IS-H: Authorization for OU-rel. Entry of Nursing Acuities"
"N_NFSR_AKT","IS-H: Authorization Collective Invoice (AT)"
"N_NICP_FAL","IS-H: Process Procedures by Case"
"N_NLEI_ANF","IS-H: Service Entry for Requesting Organizational Units"
"N_NLEI_ANP","IS-H: Service Entry for Requesting Nursing OUs"
"N_NLEI_ERB","IS-H: Service Entry for Performing Organizational Units"
"N_NLEI_FAL","IS-H: Process Services per Case"
"N_NLEI_FBZ","IS-H: Quick Service Entry - Case-Related"
"N_NLEI_OBZ","IS-H: Quick Service Entry - OU-Related"
"N_NL_TCERT","IS-H NL: Display or edit treatment certificates"
"N_NMAT_OE","IS-H: Authorization for Matl Requisition/Matl Consumption"
"N_NORG_AKT","IS-H: Authorization for Org. Unit Master Data"
"N_NORG_SPE","IS-H: Authorization for Specially Protected OUs"
"N_OP_BEG","ISHMED: Authorization for Starting Surgery"
"N_OP_MON","ISHMED: Authorization for Calling the Surgery Monitor"
"N_OP_NEBEN","ISHMED: Authorization for Creating the Secondary Surgery"
"N_OP_PLAN","ISHMED: Authorization for Surgery Planning"
"N_OP_PRG","ISHMED: Authorization for the OR Schedule"
"N_PAPI_AKT","IS-H: Authorization for Provisional Patient Master Data"
"N_PATHI_EB","ISHMED: Authorization for Initial Screen of Patient History"
"N_PATHI_FB","ISHMED: Patient History - Auth. for Treatment Dept. of Pat."
"N_PATI_AKT","IS-H: Authorization for Patient Processing"
"N_PATI_SRC","IS-H: Authorization for Patient Index Search"
"N_PFLAR_EB","ISHMED: Authorization for Initial Screen of Nurs. Worklist"
"N_PLST_EIN","IS-H: Institution Authorization for Patient Lists"
"N_PLS_FCT","ISHMED: Authorizations in Patient Routing System"
"N_PTS_ORD","ISHMED: Patient Transport Service - Transport Orders Auth."
"N_PTS_STAT","ISHMED: Pat. Transport Service - Transp. Order Status Auth"
"N_REDOMA","IS-H: Authorization Object Renewable Document Management"
"N_RFC_0001","IS-H: ISH_RFC_GET_PATIENT: Patient Data to External System"
"N_RFC_BAPI","IS-H: RFC Authorization for API Function Modules"
"N_RSF_MAIN","IS-H: Authorization for Risk Information"
"N_VITPAR","ISHMED: Vital Signs Authorization"
"N_VKGLI_EB","ISHMED: Authorization for Initial Screen of Prereg. List"
"N_VKG_FCT","ISHMED: Authorizations for Preregistration"
"N_VMA_ISHM","ISHMED: Authorization for Entering Employee Responsible"
"N_VM_DEF","IS-H / i.s.h.med: Maintain Work Environments/Views/Variants"
"N_WARLI_EB","ISHMED: Authorization for Initial Screen of Waiting List"
"N_WIBLI_EB","ISHMED: Authorization f. Init.Scrn of Follow-Up Visit List"
"N_WPLACE","IS-H: Authorization for IS-H/i.s.h. med Work Station"
"O_OI0_SPEC","IS-Oil Downstream       : Special Funct., Cross-Application"
"O_OI0_TCD","IS-Oil Downstream       : Authorizations for Transact. Code"
"O_OIA_EXG","IS-Oil Downstream       : EXG Exchange Header"
"O_OIA_LIA","IS-Oil Downstream       : EXG Logical Inventory Adjustments"
"O_OIA_NDOC","IS-Oil Downstream       : EXG Netting Document Maintenance"
"O_OIA_NSEL","IS-Oil Downstream       : EXG Netting Selection Criteria"
"O_OIC_BIL","IS-Oil Downstream       : MAP formula maint. billing docs"
"O_OIC_IAP","IS-Oil Downstream       :   SDP Release invoice to FI."
"O_OIC_INF","IS-Oil Downstream       : MAP formula maint. info records"
"O_OIC_MMP","IS-Oil Downstream       : MAP formula maint. purch. docs."
"O_OIC_SDP","IS-Oil Downstream       : MAP formula maint. sales docs"
"O_OIF_PBL","IS-Oil Downstream       : MRN Business Location"
"O_OIG_SHP","IS-Oil Downstream       : TD Shipment"
"O_OIG_SPT","IS-Oil Downstream       : TD Shipment, Shipping Point"
"O_OIJ_3WP","IS-Oil Downstream       :  TSW 3WP Data Access"
"O_OIJ_LB","IS-Oil Downstream : Location Balancing Authorization object."
"O_OIJ_LOCN","OIL-TSW                 : TSW location"
"O_OIJ_NMST","IS-Oil Downstream       : TSW Nomination Status"
"O_OIJ_NOMA","IS-Oil Downstream       : TSW Nomination Data Access"
"O_OIJ_NOMI","OIL-TSW                 : TSW Nomination"
"O_OIJ_PROL","OIL-TSW                 : TSW Partner Roles"
"O_OIJ_SHCA","IS-OIL  TSW: Change Shipment Document Authorization"
"O_OIJ_SPTP","OIL-TSW : Authorization based on Stock Projection type"
"O_OIJ_TKT","IS-Oil Downstream       : TSW Ticket Data Access"
"O_OIJ_TSYS","OIL-TSW                 : TSW Transport system"
"O_OIO_CTR","IS-Oil OLM Container master"
"O_OIO_MX","IS-Oil OLM Material tracking extract"
"O_OIO_RTN","IS-Oil OLM returns document"
"O_OIO_VGE","IS-Oil OLM Voyage master"
"O_OIRA_PRC","IS-Oil Downstream       : SSR Location Process Execution"
"O_OIRA_REP","IS-Oil Downstream       : SSR Reporting Authorization"
"O_OIRB_ARE","IS-OIL Downstream       : SSR Area"
"O_OIRB_PBL","IS-Oil Downstream       : SSR Business Location (RNBT level)"
"O_OIRB_REG","IS-OIL Downstream       : SSR Region"
"O_OIRB_SAR","IS-OIL Downstream       : SSR Subarea"
"O_OIRE_DTF","IS-Oil Downstream       : SSR DTF handling"
"O_OIRE_REC","IS-Oil downstream        : SSR PC Reconciliation"
"O_OIR_PBLD","IS-Oil Downstream       : SSR Bus. Loc. (DS on bus.type lvl)"
"O_OIR_PBLG","IS-Oil Downstream       : SSR Bus. Loc. (DS on general lev.)"
"O_OIUBL01A","Balancing Master Data/Report Execution Authorization Object"
"O_OIUCM_01","PRA Generic Table Maintenance Authorization Object"
"O_OIUGT_GV","IS-Oil PRA:  Upstream Graphics Graphical View Maintenance"
"O_OIUH_JIL","Report Authorization"
"O_OIUH_REP","Authorization for Reg., Tax and Royalty Reporting (old)"
"O_OIUH_TXN","IS-OIL PRA:  Transaction Control - Activity"
"O_OIUOW_DO","Authorization object for Ownership Division of Interest"
"O_OIUOW_JV","Authorization object for Ownership Joint Venture"
"O_OIUP_JOB","PDM: Job Schedule for data move"
"O_OIUREP_C","IS-Oil PRA:  MMS-2014 Transaction Command Authorization Obj"
"O_OIUREP_T","IS-Oil PRA:  MMS-2014 Transaction Tab Authorization Object"
"O_OIURR","Production Regulatory Reporting"
"O_OIURYRPT","Authorization For Royalty Reporting"
"O_OIUTAXOK","Authorization object for Oklahoma history loader program"
"O_OIUTXRPT","Authorization for tax reporting"
"O_OIU_CTAB","IS OIL PRA:  Common table maintenance"
"O_OIU_DNVD","IS-OIL PRA       : Delivery Network Dated Auth for Subsystem"
"O_OIU_NSUB","IS-OIL PRA         : Batch Submittal of Network for VA/CA"
"O_OIU_OACT","IS OIL PRA: Owner Request Actions"
"O_OIU_ROY","IS OIL PRA: Authorization for Royalty reporting"
"O_OIU_TXN","IS-OIL PRA  :Transaction Control - Transaction and Mode"
"O_OIU_WMTR","IS-OIL PRA        : WC / MP to Transporter Cross-reference"
"PAW_LOCID","PAW - Location"
"PAW_PRINT","PAW - Authorization object to print Certificates"
"PLOG","Personnel Planning"
"PLOG_CON","Personnel Planning with Context"
"PM_PPR_ITM","Profit. Management: Line Item Entry"
"PM_SIGN_AU","Authorization to reset Digital Signatures in PM Order"
"PPF_ADMIN","Authorization for Parallel Processing"
"PS_RMPSDIS","RMPS: Description in Circular"
"PS_RMPSGEN","RMPS: General Activities"
"PS_RMPSOEH","RMPS: Access Record, Case, Document Special Org. Units"
"PS_RMPSORG","RMPS: Access Record, Case, Document Org. Assignment of User"
"PS_RMPSPGE","RMPS TNA: Enhanced Check on Activities"
"PS_RMPSPSP","RMPS TNA: Status-Dependent Attribute Check"
"P_ABAP","HR: Reporting"
"P_APPL","HR: Applicants"
"P_ASRCONT","Authorization for Process Content"
"P_B2A","HR-B2A: B2A Manager"
"P_BEN","HR: Benefit Area"
"P_CA","Academic Calendar (Obsolete - Do Not Use)"
"P_CATSXT","HR: Time Sheet for Service Providers Type/ Level Check"
"P_CERTIF","HR: Statements"
"P_CH_PK","HR-CH: Pension Fund: Account Access"
"P_CM_AUDCT","Campus Management: Requirement Catalogs"
"P_CM_AUDIT","Audits"
"P_CM_AUDPR","Requirement Profile"
"P_CM_CORR","Correspondence"
"P_CM_FCDOC","Student Accounting Document"
"P_CM_PROC","Activity"
"P_CM_UCAS","Authorization Object Campus Management UCAS"
"P_CM_UCASR","Authorization Object Campus Management UCAS for Reports"
"P_CORR","Correspondence"
"P_DBAU_SKV","HR: DBAU: Construction pay in Germany - social funds proced."
"P_DEL_PERN","Deletion of Personnel Numbers in Live Systems"
"P_DE_BW","HR-DE: Statements SAPScript"
"P_DK_PBS","HR-DK: Authorization Check for Access to PBS Company"
"P_DRL_COST","Authorisation for drilldown reporting"
"P_EFI","Authorisation object efiling"
"P_ENCTYPE","HR: PBC - Financing"
"P_ENGINE","HR: PBC - Authorization for Automatic Commitment Creation"
"P_ES_PA_OK","Check auth.codes for function codes allowed fr Spain PA data"
"P_EXMGRP","HR: PBC - Exceptions for Financing Rules"
"P_FINADM","HR: PBC - Changes in the Financing Past"
"P_GB_UCAS","Authorization Object UCAS (obsolet, do not use)"
"P_HAP_DOC","Appraisal Systems: Appraisal"
"P_HRF_INFO","HR: Authorization Check Infodata Maintenance for HR Forms"
"P_HRF_META","HR: Authorization Check Metadata Maintenance for HR Forms"
"P_LSO_FOUP","Authorization Object for Participation Follow-Up"
"P_LSO_TU","Authorization for LSO Content Management"
"P_NL_AEDM","HR: Authorization object for Day-one-announcement"
"P_NL_LA06","HR: Authorization Object for Wage Return 2006"
"P_OCWBENCH","HR: Activities in the Off-Cycle Workbench"
"P_ORGIN","HR: Master Data"
"P_ORGINCON","HR: Master Data with Context"
"P_ORGXX","HR: Master Data - Extended Check"
"P_ORGXXCON","HR: Master Data - Extended Check with Context"
"P_PBSPWE","Process Workbench Engine (PWE) authorization"
"P_PCLX","HR: Clusters"
"P_PCR","HR: Payroll Control Record"
"P_PE01","HR: Authorization for Personnel Calculation Schemas"
"P_PE02","HR: Authorization for Personnel Calculation Rule"
"P_PEPSVAR","Shift Planning: User-Independent Sort Variants"
"P_PERNR","HR: Master Data - Personnel Number Check"
"P_PRWBENCH","Print Workbench"
"P_PYEVDOC","HR: Posting Document"
"P_PYEVRUN","HR: Posting Run"
"P_RCF_ACT","Activities in E-Recruiting"
"P_RCF_APPL","Applications in E-Recruiting"
"P_RCF_POOL","Direct Access to Talent Pool"
"P_RCF_STAT","Object Status in E-Recruiting"
"P_RCF_VIEW","Data Overview in E-Recruiting"
"P_RCF_WL","Access to Worklists"
"P_RU_0294C","HR-RU: Authority to check records of infotype 0294"
"P_TCODE","HR: Transaction codes"
"P_TNMSNAPH","Training need management: authorization object for snapshot"
"P_TRAVL","Travel Expenses"
"P_USTR","HR: US Tax Reporter"
"Q_CAT_GRP","Catalog Maintenance of Group Codes and Codes"
"Q_CAT_SSET","Catalog Maintenance of Selected Sets"
"Q_CERT_PRF","Maintenance of Certificate Profiles"
"Q_CHAR_PRC","Recording Authorization for Insp. Results in an Operation"
"Q_CP","Control Plan Maintenance"
"Q_FMEA","Authorizations Within FMEA Processing"
"Q_GP_CODE","Use of Group Codes"
"Q_INSPTYPE","Inspection Type for the Insp. Lot"
"Q_INSP_FIN","Inspection Completion with Open Char./Insp.Pts Req. Conf."
"Q_MASTERD","Authorization for Master Data"
"Q_MATERIAL","Material Authorization"
"Q_OC_CODE","Use of UD Codes for Completion at Operation Level"
"Q_PLN_FEAT","Maintaining Task List Characs. for a Task List Type"
"Q_QMEL","Quality Notification Types"
"Q_ROUT","Maintain Inspection Plan"
"Q_SPC","Change to Control Charts"
"Q_STA_QMTB","Maintain Inspection Methods Depending on Status"
"Q_STA_QPMK","Maintain Master Inspection Characs. Depending on Status"
"Q_STCK_CHG","Change Stock Posting Fields in UD Transactions"
"Q_TCODE","QM Transaction Authorization"
"Q_UD_CODE","Using Usage Decision Codes"
"Q_VORG_MEL","Business Process Quality Notifications"
"RBD_CUST","RBD: Customizing"
"RBD_EDIT","RBD: Dialog & Batch"
"RBD_REPO","RBD: Reporting"
"RLMFW_ORD","Release Management"
"RSANPR","Authorization for Analysis Process"
"RSCRMBUPA","Authorization to Create Business Partners in CRM"
"RSCRMEXTR","Authorization to Create Table and File Extracts"
"RSCRM_TG","Authorization to Create Target Groups"
"RSDMEENGIN","Authorisation for Datamining Engine"
"RSDMEMBW","Authorisation Object for Upload of Mining Results to BW"
"RSDMEMODEL","Authorisation for mining models"
"R_AREA","Planning - Planning Area"
"R_BSC_EBB","SEM-CPM: Briefing Book Designer"
"R_BUNDLE","Planning - Global Planning Sequence"
"R_COCKPIT","Authorization Object SEM: Cockpit"
"R_COCO","Concurrent Costing - Obsolete"
"R_CONFIG","Authorization: Financials Configuration"
"R_CONTACT","SEM-SRM: Contacts"
"R_COSTING","OBSOLETE Costing Solutions"
"R_COSTPLAT","Authorization for Costing Platform"
"R_CPM_BSC","Authorization Object SEM: BSC Elements"
"R_CRUN","Costing Run"
"R_CT_SET","Planning - Currency Translation Settings"
"R_DOCUMENT","SEM-SRM: Documents"
"R_FINB_TYP","Authorization for Accounting Types"
"R_HIER","Measure Catalog: Hierarchy (Obsolete)"
"R_HIERNODE","Measure Catalog: Hierarchy Nodes"
"R_MEAS","Measures"
"R_METHOD","Planning - Planning Function"
"R_PACKAGE","Planning - Planning Package"
"R_PARAM","Planning - Parameter Group"
"R_PLEVEL","Planning - Planning Level"
"R_PM_NAME","Planning - Planning Folder"
"R_PROFILE","Planning - Planning Profile"
"R_RB_REPID","Authorization for Report Builder"
"R_RCNODE","Authorization Object SEM:Risk Builder Risk Catalog Hierarchy"
"R_RISK","Authorization Object SEM: Risk Builder - Risk"
"R_RMS","RMS: Target System"
"R_SCARD","Authorization Object SEM: Scorecard"
"R_STHOLDER","SEM-SRM: Stakeholder"
"R_STS_CUST","Planning: Customizing for Status and Tracking"
"R_STS_PT","Planning: Authorization for Planning Session and Subplan"
"R_STS_ST","Planning: No Longer Use; Use R_STS_PT"
"R_STS_SUP","Planning: Special Access to Status and Tracking System"
"R_UC_ODSM","Authorization for Deletion/Change of ODS/Totals Records"
"R_UC_PERIO","SAP Cons: Authorization Check for Period"
"R_UC_RECON","Authorization for Deletion/Change of Transaction Data"
"R_UC_TASK","SEM-BCS: Authorization Check for Task"
"R_UGMD_ATT","Master Data: Authorization Types"
"R_UGMD_CHA","Master Data: Characteristics"
"R_UGMD_FLD","Master Data: Field Groups"
"R_UGMD_SNG","Master Data: Characteristic Values"
"R_UGX_REPC","Creation of Instance Documents"
"R_UPB_CW","Cost Center Wizard"
"R_UPX_EXEC","Execute Sales Planning"
"R_UPX_MNTN","Settings for Sales Planning"
"R_VDTREE","Authorization Object SEM: Value Driver Tree"
"R_WEBITF","Using the Web Interface Builder"
"SASAP_ADIM","Administrator: Implementation Assistant"
"SPEDELTA","Checks authorization to run delivery delta report"
"SPERETMON","Changes of Returns Deliveries via Returns Monitor"
"S_ADDRCOMM","Business Address Services: Communication Addresses"
"S_ADDRESS1","Business Address Services: Address Type 1 (Org. Addresses)"
"S_ADDRESS2","Business Address Services: Address Type 2 (Private Addrs.)"
"S_ADDRESS3","Business Address Services:Addr.Type 3(Work Center Addresses)"
"S_ADMI_FCD","System Authorizations"
"S_ALM_CONF","Alert Management: Configuration"
"S_ALM_CUST","Alert Management: Edit Alert Categories"
"S_ALM_ROLE","Alert Management: Processing Alerts"
"S_ALV_LAYO","ALV Standard Layout"
"S_APPL_LOG","Applications log"
"S_ARCHIVE","Archiving"
"S_ASAPIA","Implementation Assistant"
"S_ASAPIAA","Implementation Assistant: Attribute Maintenance Accelerators"
"S_ASAPIAAT","Maintain Topic Attributes"
"S_ASAPIAD","Implementation Assistant - Documentation"
"S_ASAP_IA","Implementation Assistant"
"S_ASAP_RF","Implementation Assistant: Roadmap (Type and Flavor)"
"S_ASAP_TF","Separate Roadmap Type and Flavor"
"S_BCOS_BC","Authorization Object for Creating Support Message"
"S_BCSETS","BC Set Authorization Object"
"S_BDC_MONI","Batch Input Authorizations"
"S_BDS_D","BC-SRV-KPR-BDS: Authorizations for Accessing Documents"
"S_BDS_DS","BC-SRV-KPR-BDS: Authorizations for Document Set"
"S_BGRFC","Authorization Object for NW bgRFC"
"S_BPE_CONF","Configuration Inbound Processing for Integration Processes"
"S_BRAN_ADM","Industry management"
"S_BTCH_ADM","Background Processing: Background Administrator"
"S_BTCH_EXT","External Scheduler"
"S_BTCH_JOB","Background Processing: Operations on Background Jobs"
"S_BTCH_NAM","Background Processing: Background User Name"
"S_CALENDAR","Public holiday and factory calendar maintenance"
"S_CALLMON","Authorization for Queue Handler Monitor"
"S_CARRID","Authorization Object for Airlines"
"S_CCMS_CMC","CCMS Monitoring Console"
"S_CCM_RECV","Authorizations for Transferring Central System Repos. Data"
"S_CDMC","Authority object for SAP SLO-CDMC"
"S_CFC_AUTH","Clarification Controller: General Authorization Object"
"S_CHKM__FA","CheckMan_f   Authorization Object"
"S_CLNT_IMP","Data Import for Client Copy"
"S_COAT_ADM","Administration of customer-defined objects"
"S_COOL","Obsolete"
"S_COV_ADM","Coverage Analyzer: Administration"
"S_CPIC","CPIC Calls from ABAP Programs"
"S_CTEMPLAT","Customizing templates"
"S_CTS_ADMI","Administration Functions in Change and Transport System"
"S_CTS_LANG","Language Transport Administration Functions"
"S_CTS_SADM","System-Specific Administration (Transport)"
"S_C_FUNCT","C calls in ABAP programs"
"S_DATASET","Authorization for file access"
"S_DB2_ADM","DB2/390: Database Administration"
"S_DB2_COMM","DB2 OS/390 commands: in Database Performance Monitor (ST04)"
"S_DBCON","Database Multiconnect"
"S_DDSTCAUT","Structure Changes in Support Package Systems"
"S_DEVELOP","ABAP Workbench"
"S_DMC","DMC: Transaction and Activity"
"S_DOKU_AUT","SE61 Documentation Maintenance Authorization"
"S_DX","Data Transfer Workbench"
"S_DX_MAIN","DX Workbench: Transaction Code and Activity"
"S_DX_PROJ","DX Workbench: Transaction Code, DX Project, and Activity"
"S_ECL_CAT","ECL Viewer: Authorization Object for Stamp Categories"
"S_ECL_STP","ECL Viewer: Authorization Object for Printing with Metadata"
"S_ECL_STP2","ECL Viewer: Authorization Object for Printing with Metadata"
"S_EDITOR","ABAP: Editor Checks"
"S_ENH_CRE","Authorization Check for Code-Based Enhancement Options"
"S_ENQUE","Enqueue: Display and Delete Lock Entries"
"S_ESH_ADM","Administration Enterprise Search Appliance"
"S_EURO","Authorization for Carrying Out the Changeover to the Euro"
"S_EWA_ADM","Administration EarlyWatch Alert"
"S_EXCHRATE","Authorization to Maintain Exchange Rates"
"S_FIELDSEL","Central Field Selection"
