Class,Name,Description
"J1I1","J_1ITAX_DS","Authorization object for tax deduction at source transaction"
"J1I1","J_1ITDS","Authorization object for TDS transaction J1IN"
"J1I1","J_1ITDSARC","TDS Archiving"
"J1I1","J_1ITDSCER","Authorization check for Certificate Print Program"
"J1I1","J_1ITDSCHL","Authorization for TDS Challan"
"J1I1","J_1IURG23D","Authorisation object for receipts to depot"
"J1I1","J_1IUTZL","Autorization object for Fortnightly payment"
"J1I1","J_1IUTZLTN","Authorization object for Fortnightly payment"
"J1I1","J_1I_IMG","Authorization object for IMG"
"J3GD","J_3GABRLST","Call CEM Settlement List for Organizational Units"
"J3GD","J_3GACTVT","CEM Allowed Activities"
"J3GD","J_3GBEWTP2","ETM - Transaction Types, Document Category 2"
"J3GD","J_3GBLART","Authorization for Document Types"
"J3GD","J_3GDBER","Planning Area In Recipient"
"J3GD","J_3GDISPGR",
"J3GD","J_3GDUMMY1","Dummy Maintenance"
"J3GD","J_3GEMPGR2","ETM - Recipient Groups, Document Category 2"
"J3GD","J_3GEQART2","ETM - Equipment Types for Document Category 2"
"J3GD","J_3GTESTSD","Enhanced Test Environment for SD Order Input"
"J3GD","J_3G_DUMMY","Dummy Maintenance"
"J3GD","J_3G_TCODE","Transaction Code"
"J3RC","J_3RC_REV","Logistic reversal invoices autoclearing"
"J3RT","J_3RF_TAXA","Authorization for assignment of hierarchy to company code"
"J3RT","J_3RF_TAXH","Authorization for tax hierarchy editor"
"J3RK","J_3RK_KRDC",
"J3RM","J_3RM_WRTB","Authorization on recording of the report in database table"
"J4I0","J_4I0_DMDF","DMC Document Flow - Edit Document"
"J4I0","J_4I0_DOCO","DMC Document Owners"
"J4I0","J_4I0_DRCR","DMC Debit/Credit Offset"
"J4I0","J_4I0_MDDO","DMC Master Data - Document Owner Records"
"J4I0","J_4I0_MDUS","DMC Master Data - User Master Records"
"J4I0","J_4I0_NQDL","DMC Notes Tickler Query - Document List"
"J4I0","J_4I0_NQDM","DMC Notes Tickler Query - Document List Mass Change"
"J4I0","J_4I0_NQNA","DMC Notes Tickler Query - Docs w/ No Actions List"
"J4I0","J_4I0_NQOT","DMC Notes Tickler Query - Other Reports"
"J4I0","J_4I0_NQTD","DMC Notes Tickler Query - To-Do List"
"J4I0","J_4I0_NQTM","DMC Notes Tickler Query - To-Do List Mass Change"
"J4I0","J_4I0_NTAC","DMC Notes Tickler - Account Level Note"
"J4I0","J_4I0_NTAG","DMC Notes Tickler - Authorization Group"
"J4I0","J_4I0_NTCO","DMC Notes Tickler - Correspondence"
"J4I0","J_4I0_NTDO","DMC Notes Tickler - Document Level Note"
"J4I0","J_4I0_NTFG","DMC Notes Tickler - Field Group"
"IS_P","J_ABART","IS-M/SD: Settlement Type"
"IS_P","J_ABR_DTLA","IS-M/SD: Settlement for Service Type"
"IS_P","J_ACCTRANS","IS-M/SD: Liability Account Transfer"
"IS_P","J_AMOPLAN","IS-M/SD: Redetermine Amortization Plan"
"IS_P","J_AMORTIZE","IS-M/SD: Amortization of Liability Accounts After Shipping"
"IS_A","J_BELEINH","IS-M/AM: Master Data -> Booking Units"
"IS_B","J_B_ACCOUN","IS-B: STC Authorization Object for Accounts"
"IS_B","J_B_BUKRS","Check Company Code Authorization"
"IS_B","J_B_CASHFL","IS-B: STC Authorization Object for Cash Flows"
"IS_B","J_B_CLTCOP","IS-B: Copy STC Authorization Object for Company Code"
"IS_B","J_B_CONDIT","IS-B: STC Authorization Object for Conditions"
"IS_B","J_B_CONDLI","IS-B: STC Authorization Object for Condition Lists"
"IS_B","J_B_CONDTA","IS-B: STC Authorization Object for Condition Tables"
"IS_B","J_B_COST","IS-B: STC Authorization Object for Costing"
"IS_B","J_B_COSTRU","IS-B: STC Authorization Object for Costing Rules"
"IS_B","J_B_EDT","IS-B: STC Authorization Object for External Data Transfer"
"IS_B","J_B_EDTCUS","IS-B:STC Authorization Object for External Data Trans. Cust."
"IS_B","J_B_EURO","IS-B: STC Authoriz. Object for EURO Conversion Functions"
"IS_B","J_B_FOBJ","IS-B: STC Authorization Object for Financial Object"
"IS_B","J_B_KLCUS1","CL: Customizing for Authorizations"
"IS_B","J_B_KLSDC1","User-Specific Selection of STC Products"
"IS_B","J_B_KLTCOD","CL: Application Transactions"
"IS-B","J_B_MARKET","IS-B: STC Authorization Object for Market Data"
"IS_B","J_B_POSIT","IS-B: STC Authorization Object for Positions"
"IS_B","J_B_PO_CHG","IS-B: Authorization Object for Position Changes"
"IS_B","J_B_R/OCON","IS-B: STC Authorization Object for Required/Optional Control"
"IS_B","J_B_RMCUS1","CFM/Banking Analysis: Customizing Functions"
"AAAA","J_B_RMCUS2","IS-B: RM Authorization 1"
"AAAA","J_B_RMCUS3","IS-B: RM Authorization 2"
"IS_B","J_B_SERV","IS-B: STC Authorization Object for Services"
"IS_B","J_B_STCOND","IS-B: STC Authorization Object for Standard Conditions"
"IS_B","J_B_TRANSB","CFM/Banking Analysis: Transactions"
"IS_B","J_B_VARTRA","IS-B: STC Authorization Object for Variable Transaction"
"IS_B","J_B_WPORD","IS-B: SAP Banking: Authorization Object for Security Orders"
"IS-B","J_B_YLDCUR","IS-B: STC Authorization Object for Yield Curve Types"
"IS_P","J_CKON_CUS","IS-M/SD: Customizing for Conditions"
"IS_P","J_COLLECT","IS-M: Goods Collection"
"IS_P","J_CONACTIV","IS-M: Activate Contract"
"IS_A","J_CONTRACT","IS-M/AM: Contract"
"IS_A","J_CONTR_C","IS-M/AM: Contract Requirement"
"IS_P","J_DBPE","IS-M/SD: Purchase Period Units"
"IS_P","J_DDRE","IS-M/SD: Publication (Title)"
"IS_P","J_DELIVOPT","IS-M/SD: Delivery viability optimization"
"IS_P","J_DEMAND_H","IS-M: Quantity Plan Horizon"
"IS_P","J_DGRG","IS-M/SD: Edition Generation Rule (Title)"
"IS_P","J_DGTR","IS-M/SD: Edition Generation Trigger (Title)"
"IS_A","J_DIENST","IS-M/AM: Master Data -> Services"
"IS","J_DI_DPC","Authorization Object: Down Payment Chains"
"IS","J_DI_PNV01","Construction Progress Report"
"IS_A","J_DOC_MAN","IS-M: Authorization Check for Business Object Documents"
"IS_P","J_DPRO","IS-M/SD: Fliers"
"IS_P","J_DPVA","IS-M/SD: Editions (Titles)"
"IS_P","J_DVAG","IS-M/SD: Issues (Titles)"
"IS_P","J_EKORG","IS-M/SD: Purchasing Organization"
"IS_P","J_EXPDATE","IS-M/SD: Recalculation of Expiration Date"
"IS_A","J_FAKT","IS-M/AM: Billing/Settlement"
"IS_P","J_FKART","IS-M/SD: Billing type"
"IS_P","J_FORECAST","IS-M: Weightings of Delivery Quantities for Ref. Issues"
"IS_P","J_GADR","IS-M: Address Management"
"IS_P","J_GDEZ_SPE","IS-M: Lock Business Partner Role (Customer) Centrally"
"IS_P","J_GDE_SPE","IS-M: Lock Business Partner Role (Customer)"
"IS_P","J_GEN_EXEC","IS-M: Authorization for Master Data Generation"
"IS_P","J_GEN_PROF","IS-M: Authorization to Maintain Generation Profile"
"IS_P","J_GGP_LOE","IS-M: Business Partner Deletion Flag"
"IS_P","J_GGP_SPE","IS-M: Business Partner Block"
"IS_P","J_GKRZ_SPE","IS-M: Lock Business Partner Role (Vendor) Centrally"
"IS_P","J_GKR_SPE","IS-M: Lock Business Partner Role (Vendor)"
"IS_P","J_GP","IS-M: Business Partner Roles"
"IS_P","J_GPBV","IS-M/SD: Maintenance of Employment Relationships"
"IS_A","J_GPHIE","IS-M/AM: Business Partner Hierarchy"
"IS_P","J_GP_CH","IS-M: Mass Changes to Business Partners"
"IS_P","J_GP_DT","IS-M: Business Partner Data Transfer"
"IS_P","J_GP_FI","IS-M: Update of Business Partner Data to FI"
"IS_P","J_GP_HR","IS-M: Authorization for Cross-System Communication with HR"
"IS_P","J_IFST","IS-M/SD: Update Circulation Book Database"
"IS_P","J_IIVWCM","IS-M/SD: Migrate Daily Aud.Statistics to Circulation Book"
"IS_P","J_IMLD","IS-M/SD: Audit Report (Execute; ""Create"")"
"IS_A","J_INHK","IS-M/AM: Master Data -> Content Components/Hierarchies"
"IS_P","J_IS_DRERZ","IS-M/SD: LIS standard analyses - check publication divisions"
"IS_P","J_JKAK","IS-M/SD: Sales order"
"IS_P","J_JKREMIND","IS-M/SD: Monitoring of Renewal Subscriptions"
"IS_P","J_JKTOKD","IS-M: Account Group"
"JVA","J_JVA_CUS","Joint Venture Accounting: Customizing"
"JVA","J_JVA_JOA","Joint Venture Accounting: Joint Operating Agreement Master"
"JVA","J_JVA_PRC","Joint Venture Accounting: Processing"
"JVA","J_JVA_REP","Joint Venture Accounting: Reporting"
"JVA","J_JVA_VNT","Joint Venture Accounting: Venture Master"
"IS_P","J_JVPHM","IS-M/SD: Phase Shipping Model"
"IS_P","J_JVSOH","IS-M/SD: Authorization Object for Shipping Orders"
"IS_P","J_KKOND_EX","IS-M/SD: Extract condition master data"
"IS_P","J_KNVP","Edit Time-Dependent Partner Roles"
"IS_P","J_KPRO","IS-M/SD: Ad Pre-Print Order"
"IS_P","J_KTRNSFER","IS-M/SD: Data Transfer of Sales Documents"
"IS_P","J_LPST_CON","IS-M/SD: Postal charges - settlement check"
"IS_P","J_LPST_ELI","IS-M/SD: Postal charges - overview of goods arrival lists"
"IS_P","J_LPST_SST","IS-M/SD: Postal charges - interface for charges"
"IS_P","J_LPST_STA","IS-M/SD: Postal charge statistics"
"IS_A","J_MMCOA","IS-M: Media-Mix Contract"
"IS_P","J_NRCH","IS-M/SD: Authorization for research"
"IS_A","J_ORDER","IS-M/AM: Order"
"IS_P","J_ORDERGEN","Order Generation"
"IS_A","J_ORD_POS","IS-M/AM: Order -> Items"
"IS_P","J_PORDER","IS-M: Authorization for Purchase Orders"
"IS_A","J_PRDH_MOD","IS-M/AM: S&P Product Hierarchy: Maintain Modification Ind."
"IS_A","J_PRDH_TPF","IS-M/AM: S&P Product Hierarchy: Maintain Master Data (ModIn)"
"IS_P","J_PRICEGRP","IS-M: Master Data on Price Groups in Series Sales"
"IS_P","J_PROTOCOL","IS-M: Log Display"
"JVA","J_PSA_PRC","PSA Processing & Customizing"
"JVA","J_PSA_REP","PSA Reporting"
"IS_P","J_QEVENT","IS-M/SD: Event ID in Quantity Planning"
"IS_P","J_RABL","IS-M/SD: Unloading viability sets"
"IS_P","J_RBEA_ART","IS-M/SD: Maintenance auth.for loading/unloading points"
"IS_P","J_REPO_SPA","IS-M/SD: Reports for data on division"
"IS_P","J_REPO_STR","IS-M/SD: Delete"
"IS_P","J_REPO_VKO","IS-M/SD: Reports with data on sales organization"
"IS_P","J_RETURN","IS-M: Returns"
"IS_P","J_RETURN_A","IS-M: Authorization to Accept a Return"
"IS_P","J_RETURN_G","IS-M: Authorization to Generate Request Documents"
"IS_P","J_RETURN_P","Returns Administration"
"IS_P","J_RGRG","IS-M/SD: Generation rule for route"
"IS_P","J_RGTR","IS-M/SD: Generation trigger for route"
"IS_P","J_RRGL","IS-M/SD: Unloading rules"
"IS_P","J_RROU","IS-M/SD: Maintenance authorization for routes"
"IS_P","J_RROU_VER","IS-M/SD: Maintenance authorization for route contracts"
"IS_P","J_RTRO","IS-M/SD: Maintenance authorization for daily routes"
"IS_P","J_SANR","IS-M/SD: Change number"
"IS_P","J_SBEZ","IS-M/SD: Maintenance authorization for districts"
"IS_P","J_SBEZ_ABR","IS-M/SD: District - delivery settlement"
"IS_P","J_SBEZ_LL","IS-M/SD: Round sequence for district"
"IS_P","J_SD2HD","IS-M: Carrier Settlement for SD Orders"
"IS_P","J_SDSPLIT","IS-M/SD: Mixes in Media Product Sales and Distribution"
"IS_P","J_SEORDERG","Order Generation in Series Sales"
"IS_P","J_SGEO","IS-M/SD: Maintenance authorization for geographical units"
"IS_P","J_SHTG","IS-M/SD: Authorizations for hierarchy types"
"IS_A","J_SONDINS","IS-M/AM: Master Data -> Ad Inserts"
"IS_P","J_SPST_ART","IS-M/SD: Maintenance authorization for postal units"
"IS","J_SP_PROJ","Service Provider - Create, Change, Delete Project Pipeline"
"IS_A","J_SVZVTBER","IS-M/AM: Barring Lists for All Sales Areas"
"IS_P","J_SZUO_EIN","IS-M/SD: Access authorization for structure maintenance"
"IS_P","J_SZUO_UEB","IS-M/SD: Overview authorization for structure maintenance"
"IS_P","J_TMCP","IS-M: Product Market Coverage"
"IS_P","J_TRANSFER","IS-M: Create/Change Goods Transfer"
"IS_P","J_TRANSF_G","IS-M: Post Goods Transfer"
"IS_P","J_VAMG","IS-M/SD: Delivery - settlement quantities"
"IS_P","J_VANN","IS-M/SD: Order Deadline"
"IS_P","J_VARIANT","Authorization to Delete Other Users' Variants"
"IS_P","J_VDSP","IS-M/SD: Planning (regenerative planning and netchange)"
"IS_P","J_VDTR","IS-M/SD: Planning trigger"
"IS_P","J_VDVP","IS-M/SD: Planning trigger - completeness check"
"IS_A","J_VERMVERT","IS-M/AM: Media Sales Agent Contract"
"IS_A","J_VERM_VA","Sales Agent Exclusion Requirement for Entire Sales Area"
"IS_P","J_VERSION","IS-M/SD Quantity Plan Version"
"IS_P","J_VFMV","IS-M/SD: Distribution error message"
"IS_P","J_VGBD_EIN","IS-M/SD: Delete"
"IS_P","J_VLFB","IS-M/SD: Delivery viability sets"
"IS_P","J_VLST","IS-M/SD: Daily delivery statistics"
"IS_P","J_VLVM","IS-M/SD: Delivery - shipping characteristics"
"IS_P","J_VPKT_EIN","IS-M/SD: Packing - container packing for plant"
"IS_P","J_VRGL_PAK","IS-M/SD: Authorizations for Maintaining Bundling Rules"
"IS_P","J_VRGP","IS-M/SD: Authorization to Assign BPs to Delivery Rounds"
"IS_P","J_VSPS","IS-M/SD: Shipping documents - general control data"
"IS_P","J_VVPLAN","IS-M/SD: Shipping schedule and shipping schedule variant"
"IS_P","J_VVSP","IS-M/SD: Shipping document creation / printing"
"IS_P","J_VVVL","IS-M: Shipping Preparation (Create Insert Mixes, ...)"
"IS_P","J_VZEB","IS-M/SD: ZEBU maintenance"
"IS_P","J_VZEB_DEL","IS-M/SD: ZEBU deletion - postal code"
"IS_P","J_WAKT","IS-M/SD: Authorization for sales promotion"
"IS_P","J_WBAS","IS-M/SD: Authorization for campaign framework"
"IS_P","J_WBZ_IN","IS-M/SD: WBZ Inbound Processing"
"IS_P","J_WBZ_OUT","IS-M/SD: WBZ Outbound Processing"
"IS_P","J_WKTK","IS-M/SD: Business partner sales activity"
"IS_P","J_WMAT","IS-M: Manage Advertising Materials"
"CO","K_ABC","CO-ABC: General Authorization Object, Business Processes"
"CO","K_AUFK_ART","CO-OPA: Order Types"
"CO","K_AUFK_SET","CO-OPA: Order Groups"
"CO","K_CBEW","CO-PC: Concurrent Costing - Cstg Master Data"
"CO","K_CBPR_PLA","CO-ABC: Business Process Planning"
"CO","K_CBPR_SET","CO-ABC: Business Process Groups"
"CO","K_CCA","CO-CCA: Gen. Authorization Object for Cost Center Accounting"
"CO","K_CKBOB","CO-PC: Product Drilldown"
"CO","K_CKBS","CO-PC: Base Planning Objects"
"CO","K_CKPH","CO-PC: Cost Objects"
"CO","K_CKPH_SET","CO-ABC: Cost Object Groups"
"CO","K_CRM_REP","Authorization Check for Cost Integration CRM - CO"
"CO","K_CSKA_SET","CO-CCA: Cost Element Groups"
"CO","K_CSKB","CO-CCA: Cost Element Master"
"CO","K_CSKB_PLA","CO-CCA: Cost Element Planning"
"CO","K_CSKS","CO-CCA: Cost Center Master"
"CO","K_CSKS_BUD","CO-CCA: Cost Center Budget Planning"
"CO","K_CSKS_PLA","CO-CCA: Cost Center Planning"
"CO","K_CSKS_SET","CO-CCA: Cost Center Groups"
"CO","K_CSLA","CO-CCA: Activity Types Master"
"CO","K_CSLA_SET","CO-CCA: Activity Type Groups"
"CO","K_FCO","CO-PC: Failure Cost Processing"
"CO","K_FPB_EXP","Authorization Object for Express Planning"
"CO","K_FVMK","CO-PC: Release/Marking - Product Costing"
"CO","K_KA03","CO-CCA: Statistical Key Figures"
"CO","K_KA03_SET","CO-CCA: Statistical Key Figure Groups"
"CO","K_KA09_KVS","CO: Version"
"AAAA","K_KA_RC","CO: Drill-down reporting - rows/columns (not up-to-date)"
"CO","K_KA_RCS","CO: Drill-down reporting - line-/column structures"
"AAAA","K_KA_REP","CO: Drill-down reporting - Reporting (not up-to-date)"
"CO","K_KA_RPT","CO: Interactive Drilldown Reporting - Reports"
"CO","K_KA_TREC","CO: Summarization Levels"
"CO","K_KC_DB","EC-EIS: Authorizations for the Data Basis"
"CO","K_KC_DB_VS","SAP-EIS Authorization for Data Basis Version & Plan/Act Ind."
"CO","K_KC_DE","EC-EIS Authorization - Entry Layout / Data Entry"
"CO","K_KC_DS","EC-EIS: Authorizations for Data Structure Maintenance"
"CO","K_KC_DSK","EC-EIS: Authorization for Structures and Key Figures"
"CO","K_KC_FC","EC-EIS: Function Code Authorization"
"CO","K_KC_HI","EC-EIS Authorizations for Hierarchies"
"CO","K_KC_PBR","SAP-EIS: Authorization for Presentation Objects"
"CO","K_KC_PL","EC-BP: Authorization for Planning Layouts"
"CO","K_KC_PR","SAP-EIS: Authorization for Presentation"
"CO","K_KC_PRC","EC-EIS: Authorization for Presentation of Form"
"AAAA","K_KC_PRP","EC-EIS: Presentation authorizations (report names)"
"CO","K_KEA_ALE","Profitability Analysis: Distribution"
"CO","K_KEA_ERG","Profitability Analysis: Set Operating Concern"
"CO","K_KEA_NET","Profitability Analysis: Realignments"
"CO","K_KEA_TC","Profitability Analysis: Maintain Operating Concern"
"CO","K_KEB_BER","Profitability Report: Authorization Objects"
"CO","K_KEB_RC","Profitability Report: Forms"
"CO","K_KEB_REP","Profitability Report: Report Name"
"CO","K_KEB_TC","Profitability Reports"
"CO","K_KEDT_TC","Profitability Analysis: Transfer Data to CO-PA"
"CO","K_KED_UM","Profitability Analysis: Cost Center Assessment"
"CO","K_KEI_TC","Profitability Analysis: Actual Data"
"CO","K_KEKD_TC","Profitability Analysis: Conditions"
"CO","K_KEKO","CO-PC: Product Costing"
"CO","K_KEPL_BER","CO-PA Planning: Authorization Objects"
"CO","K_KEPL_FR","Profit Planning: Initial Screen"
"CO","K_KEPL_GP","CO-PA Planning: Integrated Planning"
"CO","K_KEPL_RC","CO-PA Planning: Planning Layouts"
"CO","K_KEPL_TC","Profit Planning"
"CO","K_KEPL_VER","CO-PA Planning: Plan Version"
"CO","K_KER_TC","Profitability Analysis: Derivation Rule Values"
"CO","K_KES_TC","Profitability Analysis: Derivation Strategy"
"CO","K_KFPI_DCT","CO: Document Type for Transfer Price Allocations"
"CO","K_KFPP_DCT","CO: Document Type for Transfer Price Agreements"
"CO","K_KMOB_DCT","CO: Document Type for Manual Funds Reservation"
"CO","K_MLMBDISP","CO Material Ledger: Display Material Valuation Document"
"CO","K_MLNUSER","CO Material Ledger: Individual settlement; (no longer used)"
"CO","K_MLPR_VA","CO Material Price Change: Valuation Area"
"CO","K_MLPUSER","CO Material Ledger: Plant settlement (no longer used)"
"CO","K_ML_MGV","Material Ledger: Master Data of Quantity Structure Tool"
"CO","K_ML_MTART","CO Material Ledger: Material Type"
"CO","K_ML_VA","CO Material Ledger: Valuation Area"
"CO","K_ORDER","CO-OPA: General authorization object for internal orders"
"CO","K_ORGUNIT","CO: Organizational Units Used in Actual Postings"
"CO","K_PCA","EC-PCA: Responsibility Area, Profit Center"
"CO","K_PCAB_DEL","EC-PCA: Delete Transaction Data"
"CO","K_PCAD_UM","EC-PCA: Assessment/Distribution"
"CO","K_PCAF_UEB","EC-PCA: FI Data Transfer"
"CO","K_PCAI_UEB","EC-PCA: Actual Data Transfer"
"CO","K_PCAL_GEN","EC-PCA: Generate and activate ledger"
"CO","K_PCAM_UEB","EC-PCA: MM Data Transfer"
"CO","K_PCAP_SET","EC-PCA: Planning Hierarchy"
"CO","K_PCAP_UEB","EC-PCA: Plan Data Transfer"
"CO","K_PCAR_REP","EC-PCA: Summary and Line Item Reports"
"CO","K_PCAR_SRP","EC-PCA: Standard Reports and Datasets"
"CO","K_PCAS_PRC","EC-PCA: Profit Centers"
"CO","K_PCAS_UEB","EC-PCA: SD Data Transfer"
"CO","K_PCA_REAL","EC-PCA: Realignment for PrCtr Assignments to CO Master Data"
"CO","K_PEP","CO Authorization Object for Period-End Partner (PEP)"
"CO","K_PKSA","CO-PC: Production Cost Collector"
"CO","K_PRICE001","Authorization for Price Maintenance, Catch Weight Solution"
"BC_A","K_PRPS_SET","CO-CCA: PSP Element Groups"
"CO","K_PVARIANT","Authorization for Screen Variants"
"CO","K_REPO_CCA","CO-CCA: Reporting on Cost Centers/Cost Elements"
"CO","K_REPO_OPA","CO-OPA: Reporting on Orders"
"CO","K_REPO_USR","CO: Reporting / User Settings"
"CO","K_SUM_CO","CO: General CO Summarization Without Classification"
"CO","K_SUM_COST","CO-PC: Summarization - Cost Objects"
"CO","K_SUM_ORD","CO-PC: Summarization - Orders"
"CO","K_SUM_PROJ","CO-PC: Summarization - Projects"
"CO","K_TEMPL","CO: Auth. Template (ABC-allocation, formula planning, other)"
"CO","K_TEST","Test"
"CO","K_TKA50","CO: Planner Profiles"
"CO","K_TP_VALU","Transfer Price Valuations"
"CO","K_VRGNG","CO: Bus. Trans., Actual Postings and Plan/act. Allocations"
"CO","K_WIP","CO-PC-OBJ: WIP Calculation and Results Analysis"
"CO","K_WIP_BU","CO-PC-OBJ: WIP Calculation and Results Analysis"
"CO","K_WIP_PC","CO-PC-OBJ: WIP Calculation and Results Analysis"
"CO","K_ZBASSL","CO: Calculation base"
"CO","K_ZENTSL","CO: Credit"
"CO","K_ZKALSM","CO: Costing sheet"
"CO","K_ZSCHL","CO: Overhead key"
"CO","K_ZZUSSL","CO: Overhead"
"LE_L","L_BWLVS","Movement Type in the Warehouse Management System"
"LE_R","L_EXECUTE","Execution activities in TRM"
"LE_L","L_LGNUM","Warehouse Number / Storage Type"
"LE_R","L_MONITOR","Monitoring activities in TRM"
"LE_R","L_MON_TRM","TRM Monitor"
"LE_R","L_MON_TRML","TRM Log Monitor"
"LE_R","L_MON_VAS","VAS Monitor"
"LE_R","L_MON_XDCK","Cross-Docking Monitor"
"LE_R","L_MON_YARD","Yard Monitor"
"LE_L","L_SFUNC","Special functions in Warehouse Management"
"LE_L","L_TCODE","Transaction Codes in the Warehouse Management System"
"LE_Y","L_VEHICLE","Yard vehicle information"
"LE_Y","L_YARD","Yard authorization"
"LE_Y","L_YRD_MTHD","Methods in the yard desktop transactions"
"BC_A","MAN_PM_KPI","Manufacturing: Add Plant Manager KPI"
"MPFL","MDS_LOAD","Synchronization (Individual and Mass Maintenance)"
"MM_E","M_AMPL_ALL","Approved Manufacturer Parts List"
"MM_E","M_AMPL_WRK","Approved Manufacturer Parts List - Plant"
"MM_E","M_ANFR_BSA","Document Type in RFQ"
"MM_E","M_ANFR_EKG","Purchasing Group in RFQ"
"MM_E","M_ANFR_EKO","Purchasing Organization in RFQ"
"MM_E","M_ANFR_LGO","Plant/Storage Location in RFQ"
"MM_E","M_ANFR_WRK","Plant in RFQ"
"MM_E","M_ANGB_BSA","Document Type in Quotation"
"MM_E","M_ANGB_EKG","Purchasing Group in Quotation"
"MM_E","M_ANGB_EKO","Purchasing Organization in Quotation"
"MM_E","M_ANGB_LGO","Plant/Storage Location in Quotation"
"MM_E","M_ANGB_WRK","Plant in Quotation"
"LC","M_APPL_ANL","LIS Customizing: Applications"
"LC","M_AUSW_MCC","Evaluation: Application"
"MM_E","M_BANF_BSA","Document Type in Purchase Requisition"
"MM_E","M_BANF_EKG","Purchasing Group in Purchase Requisition"
"MM_E","M_BANF_EKO","Purchasing Organization in Purchase Requisition"
"MM_E","M_BANF_FRG","Release Code in Purchase Requisition"
"MM_E","M_BANF_LGO","Plant/Storage Location in Purchase Requisition"
"MM_E","M_BANF_WRK","Plant in Purchase Requisition"
"LC","M_BCO_EKOR","INVCO Document Evaluations: Purchasing Organization"
"LC","M_BCO_VKOR","INVCO Document Evaluations: Sales Organization"
"LC","M_BCO_WERK","INVCO Document Evaluations: Plant"
"MM_E","M_BEST_BSA","Document Type in Purchase Order"
"MM_E","M_BEST_EKG","Purchasing Group in Purchase Order"
"MM_E","M_BEST_EKO","Purchasing Organization in Purchase Order"
"EXPD","M_BEST_EXP","Progress Tracking Group"
"MM_E","M_BEST_LGO","Plant/Storage Location in Purchase Order"
"MM_E","M_BEST_WRK","Plant in Purchase Order"
"MM_W","M_BSV_ALL","Authorization for BSV"
"MM_W","M_BSV_CONF","Authorization for Creating Rule in BSV"
"MM_W","M_BSV_PROC","Authorization for Valuation Procedure in BSV"
"MM_E","M_CP_INVDT","Authorisation object for consignment processing"
"LC","M_CUFO_MCS","Customizing Update Parameters: Application"
"LC","M_CUST_MCS","Customizing: Standard Analyses/Application Settings"
"AAAA","M_CUTR_MCS","Customizing: Transport"
"LC","M_DDIC_DOB","Evaluation Structure: DD Table"
"MM_E","M_EINF_EKG","Purchasing Group in Purchasing Info Record"
"MM_E","M_EINF_EKO","Purchasing Organization in Purchasing Info Record"
"MM_E","M_EINF_WRK","Plant in Purchasing Info Record"
"MM_E","M_EINK_FRG","Release Code and Group (Purchasing)"
"LC","M_EVNT_ANL","Maintain LIS Inbound Interface for External Data"
"LC","M_FCAT_ANL","Field Catalog: Application"
"MM_D","M_FORECAST","Material Forecast"
"MM_B","M_GRPT_WWW","User is authorized to perform Goods Receipt via WWW"
"LC","M_HIER_MCK","General Hierarchy"
"LC","M_INFO_ANL","Info Structure: Application"
"LC","M_INFO_FOR","Update Formula/Conditions: Application"
"LC","M_INFO_GEN","Generation: Info Structures/Update Definition"
"LC","M_INFO_MCB","Evaluation: Evaluation Structure"
"LC","M_INFO_MCC","Evaluation Structure: Application"
"LC","M_INFO_MCD","Planning: Information Structure/Version"
"LC","M_INFO_UPD","Define Updating: Application/Information Structure"
"MM_B","M_ISEG_WDB","Phys inv: Difference Posting in Plant"
"MM_B","M_ISEG_WIB","Phys. Inv.: Phys. Inv. Document in Plant"
"MM_B","M_ISEG_WZB","Phys. Inv.: Count and Difference Posting in Plant"
"MM_B","M_ISEG_WZL","Phys. Inv.: Count in Plant"
"LC","M_IS_DISPO","LIS Standard Analysis: Info Structure / MRP Controller"
"LC","M_IS_EKGRP","LIS Standard Analysis: Info Structure / Purchasing Group"
"LC","M_IS_EKORG","LIS Standard Analysis: Info Structure / Purchasing Org."
"LC","M_IS_KENNZ","LIS Standard Analysis: Info Structure / Key Figure"
"LC","M_IS_LGNUM","LIS Standard Analysis: Info Structure / Warehouse Number"
"LC","M_IS_MATKL","LIS Standard Analysis: Info Structure / Material Group"
"LC","M_IS_MTART","LIS Standard Analysis: Info Structure / Material Type"
"LC","M_IS_SELVS","LIS Standard Analysis: Selection Versions"
"LC","M_IS_SPART","LIS Standard Analysis: Info Structure / Division"
"LC","M_IS_VKBUR","LIS Standard Analysis: Info Structure / Sales Office"
"LC","M_IS_VKORG","LIS Standard Analysis: Info Structure / Sales Organization"
"LC","M_IS_VTWEG","LIS Standard Analysis: Info Structure / Distribution Channel"
"LC","M_IS_WERKS","LIS Standard Analysis: Info Structure / Plant"
"MM_E","M_KONA_ORG","Arr. Type, Purch. Org., Purch. Group in Rebate Arrangement"
"MM_E","M_LFM1_EKO","Purchasing Organization in Vendor Master Record"
"MM_D","M_LFPL_ORG","Organizational Levels of Long-Term Planning"
"MM_E","M_LIBE_EKO","Vendor Evaluation"
"LC","M_LIBI_CUS","Customizing: Logistics Information Library"
"LC","M_LIBI_INS","Info Sets: Logistics Information Library"
"LC","M_LIBI_IST","Info Set Calls"
"LC","M_LIBI_KNZ","Key Figures: Logistics Information Library"
"LC","M_LIBI_KSI","Key Figure Retrieval Via Info Sets"
"LC","M_LIBI_KSK","Key Figure Retrieval Using Classification"
"LC","M_LIBI_KST","Key Figure Retrieval Using Text Elements"
